Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
117,tt20723374,2022-10-27,2022-10-27,,"Star Wars: Histórias dos Jedi","Star Wars: Tales of the Jedi",https://www.imdb.com/title/tt20723374/,Minissérie de televisão,8.1,15,2022,"Animação, Curta-Metragem, Ação, Aventura, Drama, Fantasia, Ficção científica",43172,2022-10-26,,,
118,tt1016150,2022-11-01,2022-11-01,,"Nada de Novo no Front","Im Westen nichts Neues",https://www.imdb.com/title/tt1016150/,Filme,7.8,148,2022,"Drama, História, Guerra",306780,2022-10-28,"Edward Berger",,
119,tt22176652,2022-11-04,2022-11-04,,"Rota 66: A Polícia que Mata","Rota 66: A Polícia que Mata",https://www.imdb.com/title/tt22176652/,Série de TV,8.3,,2022,"Drama",160,2022-09-22,,,
120,tt15301048,2022-11-26,2022-11-26,,"Argentina, 1985","Argentina, 1985",https://www.imdb.com/title/tt15301048/,Filme,7.6,140,2022,"Biografia, Policial, Drama, História",35576,2022-09-29,"Santiago Mitre",,
121,tt22988228,2022-12-04,2022-12-04,,"Racionais: Das Ruas de São Paulo Pro Mundo","Racionais MC's: From the Streets of Sao Paulo",https://www.imdb.com/title/tt22988228/,Filme,8.2,116,2022,"Documentário, Musical",1233,2022-11-16,"Juliana Vicente",,
122,tt13623136,2022-12-04,2022-12-04,,"Guardiões da Galáxia: Especial de Festas","The Guardians of the Galaxy Holiday Special",https://www.imdb.com/title/tt13623136/,Especial de TV,6.9,42,2022,"Ação, Aventura, Comédia, Ficção científica",107035,2022-11-25,"James Gunn",,
123,tt16308040,2022-12-20,2022-12-20,,"The Boys: VNN (Seven on 7)","The Boys: VNN (Seven on 7)",https://www.imdb.com/title/tt16308040/,Minissérie de televisão,7.0,,2021,"Comédia, Drama, Notícias",300,2021-07-07,,,
124,tt16350094,2022-12-30,2022-12-30,,"The Boys Apresenta: Diabólicos","The Boys Presents: Diabolical",https://www.imdb.com/title/tt16350094/,Minissérie de televisão,6.8,14,2022,"Animação, Curta-Metragem, Ação, Aventura, Comédia, Drama, Ficção científica",19322,2022-03-04,,,
125,tt16226330,2023-01-03,2023-01-03,,"8 Presidentes 1 Juramento: A História de um Tempo Presente","8 Presidentes 1 Juramento: A História de um Tempo Presente",https://www.imdb.com/title/tt16226330/,Filme,6.9,144,2021,"Documentário, História",71,2021-11-18,"Carla Camurati",,
126,tt11564570,2023-01-05,2023-01-05,,"Glass Onion: Um Mistério Knives Out","Glass Onion",https://www.imdb.com/title/tt11564570/,Filme,7.1,139,2022,"Comédia, Policial, Drama, Mistério, Suspense",508536,2022-12-23,"Rian Johnson",,
127,tt10795658,2023-01-15,2023-01-15,,"Alice in Borderland","Imawa no Kuni no Arisu",https://www.imdb.com/title/tt10795658/,Série de TV,7.8,50,2020,"Ação, Drama, Terror, Mistério, Ficção científica, Suspense",141194,2020-12-10,,,
128,tt16427924,2023-01-27,2023-01-27,,"Todo Dia a Mesma Noite","Todo Dia a Mesma Noite",https://www.imdb.com/title/tt16427924/,Minissérie de televisão,7.6,43,2023,"Policial, Drama, Mistério, Suspense",1685,2023-01-25,,,
129,tt17663790,2023-02-16,2023-02-16,,"My Year of Dicks","My Year of Dicks",https://www.imdb.com/title/tt17663790/,Curta,7.1,24,2022,"Animação, Curta-Metragem, Comédia, Romance",3126,2023-02-17,"Sara Gunnarsdóttir",,
130,tt1488589,2023-02-16,2023-02-16,,"Pinóquio por Guillermo del Toro","Guillermo del Toro's Pinocchio",https://www.imdb.com/title/tt1488589/,Filme,7.6,117,2022,"Animação, Aventura, Drama, Família, Fantasia, Musical",141733,2022-12-09,"Guillermo del Toro, Mark Gustafson",,
131,tt20240228,2023-02-16,2023-02-16,,"The Flying Sailor","The Flying Sailor",https://www.imdb.com/title/tt20240228/,Curta,5.9,8,2022,"Animação, Curta-Metragem",2323,2022-06-13,"Amanda Forbis, Wendy Tilby",,
132,tt20784118,2023-02-16,2023-02-16,,"Stranger at the Gate","Stranger at the Gate",https://www.imdb.com/title/tt20784118/,Curta,6.6,29,2022,"Documentário, Curta-Metragem",1745,2022-05-05,"Joshua Seftel",,
133,tt17162620,2023-02-16,2023-02-16,,"Vikhod","Vikhod",https://www.imdb.com/title/tt17162620/,Curta,7.2,25,2022,"Documentário, Curta-Metragem",1862,2022-02,"Maksim Arbugaev, Evgenia Arbugaeva",,
134,tt13668894,2023-02-25,2023-02-25,,"O Livro de Boba Fett","The Book of Boba Fett",https://www.imdb.com/title/tt13668894/,Minissérie de televisão,7.1,50,2021,"Ação, Aventura, Ficção científica",205915,2021-12-29,,,
135,tt0903747,2023-02-28,2023-02-28,,"Breaking Bad","Breaking Bad",https://www.imdb.com/title/tt0903747/,Série de TV,9.5,48,2008,"Policial, Drama, Suspense",2458526,2008-01-20,,,
136,tt22667880,2023-03-02,2023-03-02,,"O Menino, a Toupeira, a Raposa e o Cavalo","The Boy, the Mole, the Fox and the Horse",https://www.imdb.com/title/tt22667880/,Curta,7.8,32,2022,"Animação, Curta-Metragem, Aventura, Comédia, Drama, Família, Fantasia",21941,2022-12-25,"Peter Baynton, Charlie Mackesy",,
137,tt20215392,2023-03-04,2023-03-04,,"Le pupille","Le pupille",https://www.imdb.com/title/tt20215392/,Curta,6.8,39,2022,"Curta-Metragem, Comédia, Drama",4244,2022-12-16,"Alice Rohrwacher",,
138,tt16379454,2023-03-04,2023-03-04,,"O Efeito Martha Mitchell","The Martha Mitchell Effect",https://www.imdb.com/title/tt16379454/,Curta,6.6,40,2022,"Documentário, Curta-Metragem, História",3089,2022-06-17,"Anne Alvergue, Debra McClutchy",,
139,tt12566792,2023-03-04,2023-03-04,,"Nattrikken","Nattrikken",https://www.imdb.com/title/tt12566792/,Curta,6.4,15,2020,"Curta-Metragem, Drama",1685,2020-06-12,"Eirik Tveiten",,
140,tt19781688,2023-03-05,2023-03-05,,"Ice Merchants","Ice Merchants",https://www.imdb.com/title/tt19781688/,Curta,7.7,14,2022,"Animação, Curta-Metragem, Drama, Fantasia",3222,2023-02-16,"João Gonzalez",,
141,tt14625872,2023-03-05,2023-03-05,,"An Irish Goodbye","An Irish Goodbye",https://www.imdb.com/title/tt14625872/,Curta,7.2,23,2022,"Curta-Metragem, Comédia, Drama",4094,2022-03-04,"Tom Berkeley, Ross White",,
142,tt22763378,2023-03-05,2023-03-05,,"The Red Suitcase","The Red Suitcase",https://www.imdb.com/title/tt22763378/,Curta,7.4,18,2022,"Curta-Metragem, Drama",1484,2022-08-10,"Cyrus Neshvad",,
143,tt22054902,2023-03-05,2023-03-05,,"Ivalu","Ivalu",https://www.imdb.com/title/tt22054902/,Curta,6.3,16,2023,"Curta-Metragem, Drama",1446,2023-01-22,"Anders Walter, Pipaluk K. Jørgensen",,
144,tt15026956,2023-03-08,2023-03-08,,"How Do You Measure a Year?","How Do You Measure a Year?",https://www.imdb.com/title/tt15026956/,Curta,6.9,29,2021,"Documentário, Curta-Metragem",1369,2023-06-14,"Jay Rosenblatt",,
145,tt20115114,2023-03-08,2023-03-08,,"An Ostrich Told Me the World Is Fake and I Think I Believe It","An Ostrich Told Me the World Is Fake and I Think I Believe It",https://www.imdb.com/title/tt20115114/,Curta,7.2,11,2022,"Animação, Curta-Metragem, Comédia, Fantasia",2319,2022-06-07,"Lachlan Pendragon",,
146,tt23628262,2023-03-14,2023-03-14,,"Como Cuidar de um Bebê Elefante","The Elephant Whisperers",https://www.imdb.com/title/tt23628262/,Curta,7.5,41,2022,"Documentário, Curta-Metragem",10723,2022-12-08,"Kartiki Gonsalves",,
147,tt9243946,2023-03-15,2023-03-15,,"El Camino: Um Filme de Breaking Bad","El Camino",https://www.imdb.com/title/tt9243946/,Filme,7.3,122,2019,"Policial, Drama, Suspense",332496,2019-10-11,"Vince Gilligan",,
148,tt12758060,2023-03-31,2023-03-31,,"Tetris","Tetris",https://www.imdb.com/title/tt12758060/,Filme,7.4,118,2023,"Biografia, Drama, História, Suspense",103923,2023-03-31,"Jon S. Baird",,
149,tt5691474,2023-04-26,2023-04-26,,"Star Wars Jedi: Fallen Order","Star Wars Jedi: Fallen Order",https://www.imdb.com/title/tt5691474/,Videogame,8.5,,2019,"Ação, Aventura, Drama, Fantasia, Mistério, Ficção científica",20645,2019-11-15,"Stig Asmussen",,
150,tt6293516,2023-04-27,2023-04-27,,"Bingo: O Rei das Manhãs","Bingo: O Rei das Manhãs",https://www.imdb.com/title/tt6293516/,Filme,7.9,113,2017,"Biografia, Comédia, Drama",6662,2017-08-24,"Daniel Rezende",,
151,tt6791350,2023-05-09,2023-05-09,,"Guardiões da Galáxia Vol. 3","Guardians of the Galaxy Vol. 3",https://www.imdb.com/title/tt6791350/,Filme,7.9,150,2023,"Ação, Aventura, Comédia, Fantasia, Ficção científica",458366,2023-05-04,"James Gunn",9,2023-05-09
152,tt16419074,2023-05-18,2023-05-18,,"Air: A História Por Trás do Logo","Air",https://www.imdb.com/title/tt16419074/,Filme,7.4,111,2023,"Drama, Esportes",191076,2023-04-05,"Ben Affleck",,
153,tt10954600,2023-05-18,2023-05-18,,"Homem-Formiga e a Vespa: Quantumania","Ant-Man and the Wasp: Quantumania",https://www.imdb.com/title/tt10954600/,Filme,6.0,124,2023,"Ação, Aventura, Comédia, Ficção científica",263576,2023-02-16,"Peyton Reed",,
154,tt0333074,2023-05-29,2023-05-29,,"Amarelo Manga","Amarelo Manga",https://www.imdb.com/title/tt0333074/,Filme,6.7,103,2002,"Drama",2627,2003-08-15,"Cláudio Assis",,
155,tt3742378,2023-05-29,2023-05-29,,"Que Horas Ela Volta?","Que Horas Ela Volta?",https://www.imdb.com/title/tt3742378/,Filme,7.8,112,2015,"Comédia, Drama",18971,2015-08-27,"Anna Muylaert",,
156,tt10986410,2023-06-01,2023-06-01,,"Ted Lasso","Ted Lasso",https://www.imdb.com/title/tt10986410/,Série de TV,8.8,30,2020,"Comédia, Drama, Esportes",428780,2020-08-14,,,
